StudentID.i,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1558,16,F,Others,Bachelor's,16.202801814909225,0,No,High,Yes,No,No,No,3.646516388949796,A
1559,18,F,Asian,None,1.7514912597247645,8,Yes,Moderate,Yes,Yes,No,No,2.6054252316173008,C
1560,16,M,African America,High school,12.67699637470648,5,No,High,Yes,No,Yes,No,3.3669295153821057,B
1561,18,F,Asian,Higher,18.29232909030383,19,No,High,No,Yes,No,No,1.5837802579379994,F
1562,17,F,Caucasian,Some college,4.173038263,25,No,Very High,No,No,Yes,No,0.7763967059483814,F
1563,17,F,Others,None,13.305456724738216,29,Yes,High,No,No,Yes,No,0.7834866400151184,F
1564,17,M,African America,High school,1.5739715341501892,6,No,None,No,No,Yes,No,2.328311711261717,D
1565,18,M,Asian,Some college,12.07510287675226,8,No,High,Yes,No,No,No,2.718465435794503,C
1566,16,M,Asian,Some college,3.278634419064055,4,Yes,Very High,Yes,No,No,No,3.2448822032661777,B
1567,16,M,Caucasian,Some college,14.71907121030356,13,Yes,Very High,Yes,No,No,No,2.8656747490202017,C
1568,18,M,Asian,Higher,6.024625895878164,4,No,Low,No,No,No,No,2.326326756466653,D
1569,17,M,Caucasian,High school,9.267820176092926,7,Yes,High,No,Yes,Yes,No,3.303066678642581,B
1570,17,M,Caucasian,Some college,11.988610840552434,6,No,Low,No,No,No,No,2.4892182377565297,D
1571,16,F,Caucasian,Some college,3.4254682133247916,12,Yes,Low,Yes,Yes,Yes,No,2.600264186907329,C
1572,17,F,Others,Some college,14.832756372352417,12,No,High,No,No,No,No,2.119171492034809,D
1573,15,F,Asian,High school,6.052806812736291,7,No,Very High,No,No,No,No,2.522694547891483,C
1574,16,M,Asian,Higher,13.24743719825507,10,Yes,Moderate,No,No,No,No,2.475854110200245,D
1575,17,M,Asian,Bachelor's,3.165661013987473,27,Yes,High,Yes,No,No,No,0.782809234,F
1576,16,M,African America,Some college,13.762353184127004,25,No,None,Yes,No,No,No,0.7664048694920337,F
1577,15,M,Others,Some college,2.563761456209235,17,Yes,None,Yes,No,No,No,1.2836220775478306,F
1578,16,M,Caucasian,High school,8.507129925399672,24,No,Moderate,Yes,No,No,No,0.6431459327503606,F
1579,16,F,Caucasian,Some college,4.944121474777536,18,Yes,Moderate,No,No,No,No,1.669230217,F
1580,16,F,Caucasian,Some college,14.96750498856365,5,No,High,No,No,No,No,3.2820700505937532,B
1581,16,M,Asian,Some college,5.240700090137491,21,No,Moderate,No,Yes,No,No,0.7437140169647167,F
1582,15,M,Asian,Higher,17.634346127907925,1,No,Moderate,No,No,No,Yes,3.3250668431789085,B
1583,18,M,Caucasian,Some college,17.836404228132256,27,No,Moderate,Yes,Yes,No,Yes,1.184519764401664,F
1584,16,M,Caucasian,High school,3.928826304455717,12,No,Low,No,No,No,No,1.6165360987452144,F
1585,16,F,Asian,Some college,12.276918900154485,22,No,Very High,No,No,No,No,1.5830839708839028,F
1586,17,M,Caucasian,High school,1.7543528343992865,24,No,Moderate,No,No,No,No,0.1842514890903642,F
1587,16,M,Asian,High school,7.830741992032584,27,Yes,Moderate,No,No,No,No,0.47218104220902535,F
1588,17,M,Others,High school,14.266434590025446,25,No,High,Yes,Yes,No,No,1.2993555178087295,F
1589,18,M,Caucasian,Some college,13.188464936998326,10,No,Moderate,No,No,No,Yes,2.379628283206932,D
1590,15,F,Caucasian,Some college,12.49401338813216,0,No,High,No,No,No,No,3.5662831299671103,A
1591,15,M,Asian,Some college,5.6508172732488715,23,No,Low,No,No,No,No,0.27834757086963435,F
1592,18,M,Asian,Some college,7.560498988688041,1,No,Low,No,No,No,No,2.4215468827715467,D
1593,15,F,African America,Some college,2.0589228940057236,29,No,Very High,No,Yes,No,Yes,0.6176804235913715,F
1594,18,F,Others,High school,14.38045640867202,16,No,High,No,No,No,No,1.8047266578373842,F
1595,18,F,Caucasian,Bachelor's,10.077775935825471,7,No,Moderate,Yes,No,No,No,2.6352081296382535,C
1596,18,M,African America,High school,14.175312646913092,1,No,High,No,No,No,Yes,3.436025388769573,B
1597,15,M,Asian,High school,4.978870495937455,5,No,Very High,No,No,Yes,Yes,2.7373779261627593,C
1598,17,F,Asian,Some college,6.488764572701324,21,Yes,Low,Yes,No,No,Yes,1.1466960797952552,F
1599,18,F,Caucasian,High school,6.684306745202293,4,No,None,No,No,No,No,2.4052675257641485,D
1600,16,F,Asian,None,0.514848195,15,Yes,Moderate,No,No,Yes,No,1.5252820489261911,F
1601,15,F,African America,Some college,6.820957457,7,No,Low,Yes,Yes,No,No,2.4461570806358237,D
1602,18,F,Caucasian,Some college,16.06609147036067,18,Yes,Low,Yes,No,Yes,No,1.9529530122549463,F
1603,18,F,Caucasian,Some college,17.94596991499477,15,No,High,Yes,No,No,No,2.293087191388992,D
1604,16,M,Asian,Higher,10.364366312718548,12,No,None,No,No,Yes,No,1.4716720294797634,F
1605,17,M,Caucasian,Some college,9.110033904384405,25,Yes,High,No,No,No,Yes,1.106713497753671,F
1606,17,M,Caucasian,Bachelor's,0.6164923739874051,19,No,Moderate,No,Yes,No,Yes,1.2058569757056352,F
1607,17,F,Caucasian,High school,17.584086751707652,6,No,Moderate,No,No,No,No,2.5590703550177483,C
1608,18,F,Asian,Some college,0.2602042685174544,15,No,High,Yes,Yes,Yes,No,2.4576510224957073,D
1609,18,F,African America,Bachelor's,18.895001604204236,22,Yes,Moderate,No,No,No,No,1.2267412857712765,F
1610,18,F,Asian,Some college,9.784324973761812,15,No,Low,No,No,No,Yes,1.5904330983565391,F
1611,15,F,Caucasian,Some college,6.838689871494532,28,No,Low,Yes,No,No,No,0.3106695325979863,F
1612,16,F,African America,High school,18.484368696853203,11,Yes,High,Yes,No,No,No,2.7718106588704914,C
1613,18,M,African America,None,0.48781986220193474,13,No,Low,Yes,No,No,No,1.5826829916643974,F
1614,16,M,Asian,Some college,11.628497897381742,23,Yes,None,Yes,No,No,Yes,1.1055870981431069,F
1615,16,F,Others,High school,10.978650489986752,17,No,Very High,No,No,No,No,2.3002961351673665,D
1616,17,M,Caucasian,Bachelor's,4.3864080242276415,26,Yes,Very High,Yes,Yes,No,No,0.9918836980476614,F
1617,15,F,African America,High school,8.577748627004212,27,No,Moderate,No,Yes,Yes,Yes,0.16511062155187728,F
1618,18,M,Caucasian,Higher,13.045280118875404,17,No,None,No,No,No,No,0.9893299205987555,F
1619,17,F,African America,Higher,14.54262393763855,15,No,High,Yes,No,Yes,No,2.230253521333785,D
1620,17,F,Caucasian,High school,0.014337174131595631,19,No,High,Yes,No,No,No,1.3835280778946648,F
1621,18,M,Caucasian,High school,18.737068601820305,15,No,Low,Yes,Yes,No,No,2.1314052629810774,D
1622,16,M,Caucasian,Bachelor's,3.290507447856248,12,No,Low,Yes,No,Yes,No,1.8682769229981597,F
1623,17,F,African America,Higher,4.671608684447184,25,No,High,Yes,No,Yes,No,1.2474819436382791,F
1624,16,F,Caucasian,Some college,5.269468913876965,28,No,Very High,No,No,No,No,0.2999075475985059,F
1625,15,M,Asian,High school,0.7564027310407062,8,No,High,Yes,No,No,Yes,2.7051956947945466,C
1626,16,M,Caucasian,Some college,2.4610424718064983,25,No,Low,Yes,Yes,Yes,No,0.8979380920800135,F
1627,15,F,Caucasian,Some college,19.72699845888324,27,No,Moderate,Yes,Yes,No,No,1.3917317913625924,F
1628,16,M,Asian,High school,6.304334747545721,8,No,High,No,No,No,No,2.150546165993222,D
1629,17,F,Caucasian,Some college,2.306021806780987,12,No,Low,No,No,No,No,1.448741241526555,F
1630,17,F,Caucasian,None,2.1398252234924664,28,No,Low,Yes,No,Yes,No,0,F
1631,15,F,African America,None,14.389199353399437,3,Yes,Low,No,No,No,No,3.0917150283564836,B
1632,18,F,Caucasian,High school,17.091373280652817,8,No,Moderate,No,No,No,No,2.576927695452172,C
1633,15,M,Caucasian,High school,5.1390459901693974,14,No,Moderate,No,No,No,No,1.9558725265628372,F
1634,15,M,Caucasian,High school,0.4181902467046994,13,No,High,No,Yes,No,No,1.8787083443226635,F
1635,16,M,Others,Some college,4.461800368907117,18,Yes,High,Yes,Yes,No,No,1.6304001316060543,F
1636,16,M,African America,High school,1.1303138159351467,11,No,Very High,No,No,Yes,No,2.372748110360667,D
1637,15,M,African America,High school,2.0678987326008302,20,Yes,High,Yes,No,No,No,1.279370611476852,F
1638,17,M,African America,High school,8.630162396952848,25,No,Low,No,No,No,Yes,0.155004788,F
1639,16,M,Caucasian,Higher,4.598367417232652,24,Yes,Moderate,No,Yes,Yes,Yes,1.2783470336697191,F
1640,18,F,Caucasian,Some college,10.318917570508468,5,No,Moderate,No,Yes,No,No,2.6559935659147995,C
1641,16,M,Asian,Some college,5.069875065143807,2,No,None,Yes,No,Yes,No,2.6823160526270176,C
1642,16,M,Caucasian,Some college,18.810746022058954,25,No,Very High,No,Yes,No,No,1.6448199394832874,F
1643,18,F,Caucasian,Higher,18.11887935852529,24,Yes,None,Yes,Yes,No,No,1.3962784383778892,F
1644,15,M,Caucasian,High school,11.33612210020932,21,Yes,Moderate,Yes,No,No,No,1.6094867987939343,F
1645,18,M,Caucasian,Some college,7.088479839747723,19,No,Moderate,Yes,No,Yes,No,1.187367524649196,F
1646,15,F,Others,Some college,7.622937640694712,15,No,Moderate,Yes,No,Yes,No,2.0197970227132727,D
1647,15,M,Caucasian,Some college,8.237045662889939,29,No,High,No,No,No,Yes,0.24162562822088438,F
1648,15,M,African America,None,14.55158644269888,19,No,Moderate,No,No,No,No,1.2477251942052903,F
1649,18,M,Caucasian,Some college,9.032779910376759,23,No,Low,No,No,Yes,No,0.8526823634027514,F
1650,15,F,Others,None,17.13459893011795,22,No,Low,No,No,No,No,0.9657009889491655,F
1651,17,M,Caucasian,Some college,18.88189571860729,16,Yes,Very High,Yes,Yes,No,No,2.4238007516398317,D
1652,18,M,Caucasian,Some college,6.718923067578677,15,No,Low,Yes,No,No,No,1.7419681672894356,F
1653,17,F,Asian,High school,11.213889627513602,5,No,Low,No,No,Yes,No,2.8459257757426046,C
1654,15,M,Asian,Bachelor's,1.9011307366512886,7,No,Moderate,No,No,No,No,2.039564398044963,D
1655,16,F,Caucasian,None,4.009380955327179,18,Yes,Low,Yes,No,No,No,1.5420637396404377,F
1656,15,F,Caucasian,Bachelor's,8.269315334203203,29,Yes,Moderate,No,No,Yes,No,0.7307796023629439,F
1657,17,M,Caucasian,Some college,4.1240543180355775,24,No,High,Yes,No,No,No,0.4999877783931601,F
1658,17,F,Caucasian,High school,17.53120981577435,25,Yes,High,No,No,No,No,1.122889381075435,F
1659,18,F,Caucasian,High school,3.1657251211819615,1,Yes,High,No,Yes,No,No,2.9594927281039074,C
1660,16,M,Caucasian,Higher,9.113216431,13,No,Low,Yes,Yes,Yes,No,2.3002052395759676,D
1661,18,F,Caucasian,None,12.113984809197513,21,No,Moderate,No,Yes,No,No,1.352720764,F
1662,17,F,Caucasian,High school,13.837278163216888,11,Yes,None,Yes,No,No,No,2.134062038,D
1663,15,M,African America,High school,7.661387394530134,16,No,None,Yes,No,No,Yes,1.2997943203369946,F
1664,16,M,Others,Some college,17.381981374494572,27,No,Moderate,Yes,No,No,No,0.7478339441237737,F
1665,15,M,African America,Some college,11.36638302155851,26,No,Low,Yes,Yes,Yes,No,0.5329232037789974,F
1666,15,F,Caucasian,High school,8.790155608951036,14,No,High,No,No,No,No,2.0737697903171566,D
1667,16,M,Caucasian,High school,1.3448126810407324,17,Yes,High,Yes,Yes,No,No,1.9913793639901416,F
1668,18,F,Others,High school,9.293789368903301,15,No,High,Yes,No,No,Yes,1.8999595995373022,F
1669,15,F,Caucasian,High school,16.414716816314606,12,No,High,Yes,Yes,No,No,2.6148839418291825,C
1670,17,F,Caucasian,Some college,12.29082036442631,20,Yes,None,Yes,Yes,Yes,No,1.8102707442887624,F
1671,15,F,African America,Some college,16.643249074582368,16,No,Moderate,Yes,No,No,No,1.581931480635446,F
1672,16,F,African America,High school,9.880233411986111,7,No,Low,No,Yes,No,No,2.2713328033020876,D
1673,16,F,African America,High school,2.369234101889637,0,Yes,Moderate,Yes,No,No,No,3.363670491095614,B
1674,16,F,Caucasian,High school,0.2727969167176214,28,No,Low,Yes,Yes,No,No,0.4812984804652508,F
1675,18,M,Caucasian,Higher,6.064390934371824,24,No,None,Yes,Yes,No,No,0.1999273794512188,F
1676,15,M,Others,Higher,13.95980942995585,25,No,Moderate,No,Yes,Yes,Yes,1.2680087507224682,F
1677,18,F,Caucasian,Bachelor's,15.805198078833875,26,No,High,Yes,No,No,No,0.8825524540001173,F
1678,18,F,African America,High school,5.915056692406589,2,Yes,High,No,No,No,No,3.120136639384952,B
1679,16,M,Asian,None,9.913078417664941,15,No,Moderate,No,Yes,No,Yes,1.8041546917762192,F
1680,16,F,African America,High school,8.422378088681633,27,No,Moderate,Yes,Yes,Yes,No,0.6817036435058786,F
1681,18,M,Caucasian,High school,8.210455687028556,1,No,Moderate,Yes,No,No,Yes,2.898261817162794,C
1682,15,M,Caucasian,Some college,4.626974264,14,No,High,No,No,No,Yes,1.7303180027913696,F
1683,17,M,African America,Some college,2.7274221005891675,0,Yes,None,Yes,No,Yes,No,3.560791672128213,A
1684,18,F,Asian,Bachelor's,3.9337711646242624,8,Yes,High,No,Yes,No,No,2.5287745744068277,C
1685,15,F,Others,Bachelor's,1.106647743266922,15,Yes,Moderate,No,Yes,No,No,1.5923878582033109,F
1686,16,M,Caucasian,High school,3.962614836471541,3,No,Low,No,No,Yes,Yes,2.3741309720150148,D
1687,16,M,Caucasian,Some college,0.18401795250758912,11,Yes,None,Yes,No,No,No,1.8104094800411434,F
1688,15,M,Others,High school,12.545168012719564,0,No,Low,No,No,No,No,2.829826431301572,C
1689,17,M,Asian,None,6.327508147753658,0,Yes,Moderate,No,No,No,Yes,3.0476020888188065,B
1690,16,M,Asian,Some college,19.462894228538172,6,Yes,High,Yes,Yes,No,No,3.625921730346796,A
1691,16,F,Caucasian,None,3.874341015525957,17,No,Moderate,No,No,No,Yes,0.9273215453238871,F
1692,16,M,African America,Some college,6.916571406191878,22,No,Moderate,Yes,No,No,No,1.3319589487642747,F
1693,15,F,Asian,High school,7.156823172830665,27,No,Very High,Yes,Yes,No,Yes,0.7795517215186132,F
1694,18,M,African America,Some college,0.1690299212492108,22,No,Low,Yes,No,No,No,0.8813584466312141,F
1695,16,F,Caucasian,Some college,16.78415906078918,14,Yes,Low,No,No,No,No,2.398121085937693,D
1696,18,F,Caucasian,High school,0.6398892028864944,25,No,Moderate,No,Yes,No,No,0.7588142687845363,F
1697,17,F,African America,Bachelor's,18.803596694584826,29,No,High,Yes,No,No,No,1.0288655959633795,F
1698,16,F,Caucasian,High school,17.841487021872414,24,No,High,No,Yes,No,No,1.4444766951837589,F
1699,16,F,Caucasian,Some college,10.710438321719272,12,Yes,Moderate,No,No,No,No,2.214067459161345,D
1700,17,F,Others,Some college,10.871911498225842,15,No,Very High,No,Yes,Yes,No,2.5119180875322624,C
1701,16,M,Caucasian,Some college,13.075558459123126,6,No,High,No,No,No,No,2.6901498030104545,C
1702,18,F,Asian,Higher,7.7410002386977395,15,No,None,Yes,No,No,No,1.6052743861754348,F
1703,15,M,Caucasian,High school,12.94444566795711,12,No,High,Yes,No,Yes,Yes,2.709889487418108,C
1704,18,F,African America,Some college,0.8953677737697374,13,No,None,No,Yes,No,No,1.528563501341875,F
1705,15,F,Others,Some college,1.0809525469945314,16,Yes,High,No,Yes,No,No,1.7785692022870156,F
1706,15,M,Caucasian,Bachelor's,9.144608392390888,11,No,Low,Yes,No,No,No,2.1219640588635724,D
1707,18,F,Caucasian,High school,10.99244602,28,No,High,No,No,No,No,0.40590483142842537,F
1708,18,M,Caucasian,Some college,17.75635280671638,23,No,Moderate,Yes,No,No,No,1.1239263277412141,F
1709,18,M,Caucasian,Some college,2.093212678157925,23,No,High,No,No,No,No,0.8703304110318186,F
1710,18,M,Asian,High school,16.452958543877788,19,No,Moderate,Yes,Yes,No,No,1.8228292080685775,F
1711,17,M,Others,Some college,4.200946745841392,12,No,High,Yes,No,No,No,2.2311829319462495,D
1712,16,F,Caucasian,High school,7.881672970200637,23,No,Low,No,Yes,Yes,No,0.9669677174911444,F
1713,15,F,Caucasian,Some college,6.332048696548258,19,No,Very High,No,Yes,No,No,1.691858946,F
1714,18,M,Caucasian,Bachelor's,8.003105457,14,No,High,No,No,No,No,2.0697582058612616,D
1715,18,F,Asian,Some college,3.009909961451711,23,Yes,Low,Yes,Yes,No,No,1.0578761267920678,F
1716,18,F,Caucasian,Some college,10.07140149,20,No,Very High,No,No,No,No,1.3214272070130963,F
1717,17,M,African America,Some college,16.032851796627344,3,Yes,Moderate,Yes,No,No,Yes,3.5169407207158963,A
1718,18,F,African America,None,8.830680207577938,21,Yes,High,No,Yes,No,Yes,1.0491570024752104,F
1719,18,M,African America,High school,9.812271517963982,1,No,High,Yes,No,No,No,3.4861413290978023,B
1720,18,M,Caucasian,Some college,16.975351705626284,27,Yes,None,Yes,No,No,Yes,0.586837405,F
1721,16,F,Asian,High school,14.121162292760616,17,No,Very High,No,Yes,No,No,2.3588158974550537,D
1722,17,F,Caucasian,High school,9.809088170395695,1,No,Moderate,No,No,No,No,3.152222285699565,B
1723,18,F,Caucasian,Some college,5.153912963783593,24,No,Low,No,No,No,No,0.5878350833437533,F
1724,15,M,Asian,High school,17.698534936899332,14,No,High,Yes,Yes,No,Yes,2.668893329,C
1725,15,M,Asian,High school,11.540408033811167,29,No,High,No,No,No,No,0.3043720342532843,F
1726,15,F,Caucasian,Some college,4.422952202213867,25,No,None,No,Yes,No,No,0.2806703078814149,F
1727,17,F,Caucasian,High school,5.382395052760208,18,No,Low,Yes,No,No,No,0.8730911973563495,F
1728,17,F,Caucasian,Bachelor's,16.06266177872492,14,No,High,No,No,No,No,2.330783482945125,D
1729,15,F,Caucasian,Bachelor's,0.8829112417491092,25,No,None,Yes,Yes,Yes,No,0.318850909,F
1730,18,M,Caucasian,Some college,19.84184374,19,No,Very High,No,No,No,No,1.7922893205354298,F
1731,17,F,Caucasian,High school,2.6070335942958356,9,No,High,No,Yes,No,No,2.573219136505813,C
1732,15,M,Caucasian,Some college,15.921370507938748,27,No,Moderate,No,Yes,No,No,1.0844901258226167,F
1733,15,M,Asian,Bachelor's,7.895506335433657,23,No,Moderate,Yes,Yes,No,Yes,1.0866966802818125,F
1734,18,F,African America,Some college,9.844323665749338,19,No,Moderate,No,No,Yes,Yes,1.004112663,F
1735,16,F,African America,High school,17.613011549291556,10,Yes,Moderate,Yes,No,No,No,2.8246048925178546,C
1736,17,F,Caucasian,Some college,8.258223791784264,25,Yes,High,No,Yes,Yes,Yes,1.364373782117196,F
1737,18,M,Others,Bachelor's,10.74987507346469,9,No,Very High,No,No,No,Yes,2.6072864007904446,C
1738,15,F,Asian,Some college,0.9859932481833988,28,Yes,Moderate,Yes,No,Yes,No,0.5684680837933294,F
1739,15,F,Asian,Some college,0.046949477,22,No,Moderate,No,No,No,Yes,0.5737961933285499,F
1740,18,M,Asian,Some college,4.895997460034518,4,No,Low,No,No,No,No,2.258071035198048,D
1741,17,F,Others,Some college,13.611661858375346,8,Yes,High,No,No,No,No,2.8400929751013146,C
1742,16,M,African America,None,2.425297867182734,19,No,High,Yes,Yes,No,No,1.6831172628416484,F
1743,16,F,Caucasian,Some college,2.2752391760909885,18,Yes,High,Yes,No,No,No,1.7209071500753406,F
1744,15,M,African America,None,8.219212160718065,12,No,None,No,No,No,No,1.5377839093207277,F
1745,17,F,Asian,Some college,12.95674077216453,17,No,High,No,Yes,No,No,2.0634635075132985,D
1746,16,F,Asian,High school,14.24143984495861,16,No,Moderate,Yes,No,No,No,1.878547509948441,F
1747,17,M,African America,Some college,3.5690134819674957,26,No,High,Yes,Yes,No,Yes,0.8632708590471806,F
1748,17,M,Caucasian,High school,1.591762947440849,5,No,High,No,No,No,No,2.513286133011632,C
1749,15,F,Caucasian,Some college,18.807940678910885,9,No,High,Yes,Yes,No,Yes,2.7721632696203784,C
1750,16,M,Others,Some college,5.213327651242034,1,Yes,Moderate,No,No,No,No,2.8883859357893624,C
1751,18,M,African America,High school,17.066929952174476,23,No,High,No,Yes,No,No,1.3371610494936967,F
1752,15,M,African America,High school,17.269829009256366,5,No,None,No,No,No,No,2.3706116146947664,D
1753,16,M,Caucasian,High school,15.450451835250888,27,No,High,No,No,Yes,No,0.8544646477713151,F
1754,16,F,Caucasian,Bachelor's,3.3766721330514016,27,Yes,None,No,No,No,No,0.32264182699444766,F
1755,16,F,Asian,Some college,16.436029185084006,20,No,Moderate,Yes,Yes,No,No,1.8342269970893037,F
1756,16,M,African America,Some college,15.385011184831734,12,No,Low,No,No,No,No,1.9900604524480012,F
1757,16,M,Asian,High school,11.934459802124342,17,Yes,High,No,Yes,No,No,2.226983393791037,D
1758,17,M,Caucasian,Some college,6.744040703379055,6,No,Moderate,No,No,No,Yes,2.608386898,C
1759,15,M,African America,Bachelor's,5.250172085330882,1,No,High,Yes,No,No,No,3.4063390822727126,B
1760,17,F,Caucasian,Bachelor's,2.4377842416071793,28,Yes,High,Yes,No,No,No,0.8670343739276987,F
1761,18,F,Asian,Some college,10.195141338017429,13,Yes,High,No,Yes,No,No,2.166091325158555,D
1762,16,M,Caucasian,None,11.705217510196931,4,No,Low,No,Yes,No,No,2.4229283329107885,D
1763,15,M,Caucasian,High school,7.186779810315745,17,No,High,No,Yes,No,No,1.509557877776469,F
1764,16,M,African America,None,9.507181353617371,10,Yes,Moderate,No,Yes,No,No,2.443857264,D
1765,15,F,Others,High school,7.270289147385334,9,No,None,No,No,No,No,2.0038283786309425,D
1766,17,M,Caucasian,High school,12.820121146414024,10,Yes,Low,No,Yes,No,No,2.465306489467062,D
1767,15,F,Asian,High school,18.025184155931267,26,No,Low,Yes,No,Yes,No,0.8447920018716684,F
1768,18,M,Caucasian,High school,3.2784052409388975,1,No,None,No,Yes,No,No,2.731058898448731,C
1769,18,F,Caucasian,Bachelor's,7.6281761980624685,14,No,Moderate,No,No,No,No,1.736011489374202,F
1770,15,M,Caucasian,Some college,2.8173720790172263,6,Yes,None,No,Yes,No,No,2.5896707308558047,C
1771,15,F,Caucasian,Bachelor's,12.498875408156639,8,Yes,Moderate,Yes,No,No,No,2.7423611231016096,C
1772,15,M,African America,Some college,14.577410189771916,4,No,Low,No,No,No,No,2.4959194397063627,D
1773,15,M,Caucasian,High school,18.63825465194912,6,Yes,Low,No,No,Yes,No,2.8534371942017955,C
1774,18,M,Caucasian,Some college,5.577438525219298,19,No,Very High,Yes,No,No,No,1.5913479919456928,F
1775,16,F,Others,High school,19.004224117308603,1,No,Moderate,No,No,Yes,No,3.209673328360458,B
1776,15,M,Caucasian,Some college,1.265253436413496,2,Yes,Low,No,Yes,No,No,3.127617865184041,B
1777,15,F,Asian,High school,12.060277267291763,1,Yes,Moderate,No,Yes,Yes,Yes,3.453275896757228,B
1778,18,F,Caucasian,Higher,1.1426543868665995,20,Yes,Low,Yes,No,No,No,0.8227735669667381,F
1779,18,M,African America,High school,17.875483755238896,21,Yes,None,No,No,No,No,1.2173352280449594,F
1780,17,M,Caucasian,High school,10.596181141401082,22,No,None,Yes,No,No,No,0.7626843112270509,F
1781,15,M,Caucasian,Bachelor's,13.386967015255921,18,No,Very High,No,Yes,Yes,No,2.145848670885439,D
1782,17,F,Caucasian,None,16.63147851820905,3,Yes,High,No,No,No,No,3.2991310018333437,B
1783,18,M,Caucasian,Some college,3.006212449679375,23,No,High,Yes,No,Yes,No,1.1708122846030742,F
1784,18,F,Caucasian,Some college,0.7718312387626769,19,No,Very High,No,No,No,Yes,1.4245956528715278,F
1785,16,F,African America,Bachelor's,17.577622918257042,6,No,Very High,No,No,No,No,2.9026593668557465,C
1786,15,M,Asian,Higher,6.298664549,27,No,High,No,No,Yes,No,0.691477419,F
1787,17,M,Asian,Higher,2.5795781585433053,21,Yes,High,Yes,No,Yes,Yes,1.8865425000782803,F
1788,18,M,African America,None,9.369224742,6,No,Moderate,No,No,No,Yes,2.635341351261105,C
1789,18,M,Caucasian,Bachelor's,11.966121513920376,16,Yes,Low,No,No,No,No,1.5003394189345471,F
1790,17,M,Caucasian,Some college,0.6194120684502025,18,No,Moderate,No,No,Yes,No,1.2355538161189008,F
1791,16,M,Caucasian,Some college,5.497913165141755,21,No,Moderate,No,No,No,No,0.604613406,F
1792,18,F,Caucasian,High school,0.6559974855379203,15,No,Very High,No,No,No,No,1.3881389762566787,F
1793,15,F,African America,Some college,8.406707784,2,No,Moderate,No,No,Yes,No,3.3005522062792574,B
1794,18,F,African America,Higher,17.902000581324884,14,No,High,No,No,No,Yes,2.1686415934545398,D
1795,15,M,Caucasian,Bachelor's,19.653048229871384,13,No,Moderate,Yes,Yes,No,No,2.7972674797319326,C
1796,17,F,Caucasian,Some college,12.740951070072551,14,No,Low,No,No,No,No,1.7174586153875433,F
1797,15,F,Asian,None,3.232753875691836,13,No,Moderate,No,Yes,No,No,1.6879004923340846,F
1798,17,F,Asian,High school,18.116987799986116,6,No,Moderate,Yes,No,No,No,2.952145863,C
1799,15,F,Caucasian,Bachelor's,10.32495646400121,24,No,Moderate,Yes,No,No,No,0.9633750092514732,F
1800,17,F,Others,Some college,3.074986242058362,2,No,Moderate,Yes,No,No,No,3.3349718279859153,B
1801,15,M,Others,Some college,18.434533389033227,29,No,Low,No,No,No,No,0.4436406552124723,F
1802,16,M,Caucasian,None,15.14938101446206,16,Yes,Moderate,Yes,No,No,No,1.9557917388354116,F
1803,15,F,Caucasian,Some college,14.63410545446303,9,No,High,Yes,Yes,No,No,2.850351339225344,C
1804,15,F,African America,Some college,14.183614075888094,14,Yes,Moderate,No,Yes,No,No,2.370067422230533,D
1805,16,F,Others,Bachelor's,4.006796421928847,28,Yes,Moderate,No,No,No,No,0.15259077923367834,F
1806,18,M,Asian,Some college,4.220133834150522,5,No,None,No,No,No,No,2.123043126970309,D
1807,18,M,Caucasian,High school,13.76585997,27,Yes,Low,Yes,No,Yes,Yes,0.9220132315429356,F
1808,15,F,Caucasian,Some college,4.394455002207938,16,No,Moderate,No,No,No,Yes,1.428993238,F
1809,16,M,African America,None,8.773433936060977,16,Yes,Moderate,No,Yes,No,No,1.8934409155419147,F
1810,15,M,African America,Higher,15.640036511878828,13,Yes,Moderate,No,No,No,No,1.9395846660340499,F
1811,17,F,Caucasian,High school,15.679050361956818,23,No,High,Yes,Yes,No,No,1.511276997165948,F
1812,17,M,Asian,Some college,9.065235450517193,24,No,Low,No,No,Yes,No,0.8256041743927887,F
1813,15,M,African America,High school,15.843798765504902,17,No,None,Yes,No,No,No,1.7643543086537177,F
1814,18,F,Asian,Some college,16.772435923961137,24,No,Moderate,Yes,No,No,No,1.295594900495879,F
1815,18,M,Asian,Some college,13.095515025685206,4,No,Moderate,No,No,No,No,2.4737171780781475,D
1816,15,M,Asian,Some college,4.568517046168403,28,No,Moderate,No,No,Yes,No,0.019798485017409106,F
1817,15,F,Caucasian,High school,5.480235608,7,No,High,No,No,No,No,2.2029585057112775,D
1818,17,M,African America,High school,6.296823108174707,6,No,High,Yes,No,No,No,3.0400254359810663,B
1819,18,M,Caucasian,High school,2.336082155,22,Yes,Low,Yes,No,No,No,1.0690799865648395,F
1820,15,F,African America,Some college,5.463192407398902,3,Yes,Very High,Yes,No,No,No,3.9417600224442615,A
1821,17,F,Caucasian,None,4.190384486250642,17,No,Low,No,No,Yes,No,1.482595973,F
1822,18,F,African America,Some college,9.106574996172043,4,No,High,No,Yes,No,No,3.042275369333665,B
1823,16,M,Caucasian,Bachelor's,18.168750957445297,15,No,High,No,Yes,No,No,2.1039665103433465,D
